sequence_index,num_frames,mean_velocity_deg,max_velocity_deg,mean_acceleration_deg,max_acceleration_deg
365,48,16.813159447507918,93.29211878768022,23.14146614074707,93.51081848144531
366,35,10.262288249304625,40.02587709813358,15.849864959716797,57.970176696777344
367,33,35.978587005964215,116.07326086061838,54.86172866821289,163.3618621826172
368,43,20.378047147806694,79.76630108205286,32.179039001464844,104.81444549560547
369,6,10.961648877335737,17.89743920392652,11.735763549804688,15.185532569885254
370,38,14.452020845482746,76.27005584879213,20.04102325439453,80.3352279663086
371,39,18.756258930980124,61.26815201570965,28.711811065673828,81.08356475830078
372,34,15.258811379563655,51.32278475551213,21.813365936279297,55.13595962524414
373,160,20.330304235105892,100.36922891146911,31.82658576965332,116.37582397460938
374,43,37.957263344682346,174.0831424573437,61.28348922729492,263.98046875
375,27,28.889698535006026,97.94229468862093,47.588600158691406,174.63088989257812
376,40,16.94932276592826,41.60230288164828,24.445850372314453,58.804988861083984
377,33,20.34407359973309,154.95155437379088,33.12360382080078,146.14427185058594
378,32,27.243657552359316,74.70093861501856,41.76255798339844,115.61573791503906
