repeat,classifier,feature_set,accuracy,macro_f1,kappa
0,rf,optimized_full,0.9166666666666666,0.9206349206349206,0.8956521739130434
1,rf,optimized_full,0.8333333333333334,0.8222222222222223,0.7966101694915254
2,rf,optimized_full,0.75,0.7761904761904762,0.6896551724137931
3,rf,optimized_full,0.75,0.6428571428571429,0.6896551724137931
4,rf,optimized_full,0.8333333333333334,0.6095238095238095,0.7876106194690266
5,rf,optimized_full,1.0,1.0,1.0
6,rf,optimized_full,0.8333333333333334,0.8095238095238094,0.7931034482758621
7,rf,optimized_full,0.75,0.6428571428571429,0.6896551724137931
8,rf,optimized_full,0.8333333333333334,0.8472222222222222,0.7894736842105263
9,rf,optimized_full,0.9166666666666666,0.8888888888888888,0.8974358974358975
10,rf,optimized_full,0.8333333333333334,0.7206349206349207,0.7894736842105263
11,rf,optimized_full,0.9166666666666666,0.9206349206349206,0.8956521739130434
12,rf,optimized_full,0.8333333333333334,0.7444444444444445,0.793103448275862
13,rf,optimized_full,1.0,1.0,1.0
14,rf,optimized_full,1.0,1.0,1.0
15,rf,optimized_full,0.9166666666666666,0.7999999999999999,0.8956521739130434
16,rf,optimized_full,0.6666666666666666,0.5666666666666667,0.5862068965517241
17,rf,optimized_full,0.8333333333333334,0.7261904761904763,0.7894736842105263
18,rf,optimized_full,0.75,0.615079365079365,0.6869565217391305
19,rf,optimized_full,0.8333333333333334,0.7428571428571429,0.7913043478260869
0,mlp,optimized_full,0.8333333333333334,0.753968253968254,0.7913043478260869
1,mlp,optimized_full,0.8333333333333334,0.8222222222222223,0.7966101694915254
2,mlp,optimized_full,0.6666666666666666,0.7277777777777777,0.5897435897435898
3,mlp,optimized_full,0.6666666666666666,0.5539682539682539,0.5932203389830508
4,mlp,optimized_full,1.0,1.0,1.0
5,mlp,optimized_full,0.5833333333333334,0.5833333333333334,0.4957983193277311
6,mlp,optimized_full,0.75,0.6706349206349206,0.6869565217391305
7,mlp,optimized_full,0.75,0.6428571428571428,0.6923076923076923
8,mlp,optimized_full,0.6666666666666666,0.5972222222222222,0.5752212389380531
9,mlp,optimized_full,0.8333333333333334,0.8539682539682539,0.7931034482758621
10,mlp,optimized_full,0.75,0.6333333333333333,0.6896551724137931
11,mlp,optimized_full,0.9166666666666666,0.9206349206349206,0.8956521739130434
12,mlp,optimized_full,0.8333333333333334,0.7444444444444445,0.7966101694915254
13,mlp,optimized_full,1.0,1.0,1.0
14,mlp,optimized_full,0.8333333333333334,0.7111111111111111,0.7948717948717949
15,mlp,optimized_full,0.6666666666666666,0.5611111111111111,0.5897435897435898
16,mlp,optimized_full,0.8333333333333334,0.6888888888888888,0.7931034482758621
17,mlp,optimized_full,0.6666666666666666,0.7055555555555556,0.5966386554621848
18,mlp,optimized_full,0.6666666666666666,0.5706349206349206,0.5966386554621849
19,mlp,optimized_full,0.9166666666666666,0.8095238095238096,0.8947368421052632
